Name,Description,Locations,Logo URL,Topics,Industry Tags,Stage,Head Count,Active Jobs Count
Payment Source,"Nominated for the second consecutive year for Fintech of the Year at the Canadian Fintech & AI Awards, Payment Source empowers inclusion by providing alternative payment solutions to organizations of all sizes to better serve their customers. Through the proprietary Loadhub network, Payment Source provides secure, real-time in-person payments capability in every community across Canada. The launch of PaySimply.ca, an online platform offering Canadians alternative ways to pay their federal taxes, further established Payment Source as Canada’s premiere alternative payments provider. Additionally, Payment Source has the solution for every retail environment including; POS terminals, PC applications, mobile apps and integrated solutions. Now Prepay, by Payment Source, provides prepaid mobile top ups, gift cards and financial products and services to more than 15,000 retailers across Canada.","Kanata, Ottawa, ON, Canada",https://cdn.filepicker.io/api/file/HA8R7ECTaywBBE9Yo2Az,"B2B, Consumer & lifestyle, Finance, SaaS, Software","Ecommerce & Marketplace, Finance, Software",other,3,5
Peak Power Inc,"Peak’s AI-powered software enables intelligent energy in smart cities by optimizing synthetic, stationary, and mobile batteries to act as grid resources. Peak’s solutions reduce operating costs and the environmental footprint of our clients while decreasing strain on the grid.","United States, Ontario, Canada, Toronto, ON, Canada",https://cdn.filestackcontent.com/3wgyLunR5u6B0yacNQDQ,"B2B, Data & analytics, Energy, SaaS, Software","Energy, Real Estate, Software, Sustainability, Transportation",other,3,5
Rise People,"Rise unifies HR + Benefits + Payroll into a simplified, personalized, all-in-one People Platform.","Vancouver, BC, Canada, Burnaby, BC, Canada",https://cdn.filepicker.io/api/file/va6vLGtKTtuRX5KrfUCS,"100-499, B2B, HR, SaaS, Software","Finance, HR and Recruiting, Software",series_a,3,5
Procurify,"Procurify is a cloud-based procurement software solution that gives you control and visibility. Their main goal is to help your company generate cost savings. It's done by providing a platform to streamline purchases, give optimized spending, and increase visibility throughout the entire procure-to-pay process.","Vancouver, BC, Canada",https://cdn.filepicker.io/api/file/Zy7INPXvQtOGvMsBgmbl,"B2B, Finance, SaaS, Software","Finance, Information Technology, Software, Transportation",series_b,3,5
Uberflip,"At Uberflip, we believe content is the most effective way to ignite meaningful relationships. But even the greatest content must be combined with a remarkable experience to reach its full potential. Uberflip is a platform for marketers to create, manage and optimize content experiences, so that content can be fully leveraged by all company stakeholders at every stage of the buyer journey. By providing marketers with the tools they need to boost engagement, generate leads and fuel demand generation they can better leverage content to meet their goals. Accordingly, at Uberflip, each member of their team rallies around the belief that their customer’s success is their success and their mission is to help them achieve those goals. They exercise this belief by always being valuable, relevant and consistent in everything they do.","Toronto, ON, Canada",https://cdn.filestackcontent.com/YL2SeZQbSp2AGEZ5cL2F,"Advertising/marketing, B2B, SaaS, Software","Information Technology, Sales and Marketing, Software, Sustainability",other,3,5
Miovision,"Miovision provides cities with modern tools to fix today's traffic problems. We offer solutions that collect multimodal traffic data and uncover actionable insights, helping municipalities get more out of their road network. The result: streets capable of moving more people – safely and efficiently – whether they are in a car, on a bus, on a bike or e-scooter, or walking. Since 2005, our systems have counted more than nine billion vehicles around the world. We have offices in Kitchener, Canada as well as operations in Germany, Serbia and the US.","Kitchener, ON, Canada",https://cdn.filestackcontent.com/XgUkEbpsQH6oA3VJjPII,"100-499, B2B, Hardware (non-robotics), SaaS, Team true north, Transportation","Information Technology, Software, Sustainability, Transportation",other,4,5
Communitech,"Founded by a group of entrepreneurs in 1997, Communitech is an industry-led innovation centre in Waterloo Region, one of the world’s fastest-growing tech ecosystems. Communitech supports tech companies at all stages of their growth and development – from startups to rapidly-growing mid-sized companies and large global players.","Kitchener, ON, Canada",https://cdn.filestackcontent.com/etb0JkxuSxWByuPRjW5m,"100-499, Ecosystem organization",Information Technology,seed,3,5
Canvass AI,"Canvass AI is an AI-based platform designed for the Industrial Operations. Our software puts AI in the hands of industrial operators, empowering them to improve quality, optimize processes and reduce energy consumption in their day-to-day operations.","Toronto, ON, Canada",https://cdn.filestackcontent.com/5nte6VmSHqMbme6dFS3g,"B2B, Female founded, Industrial, Manufacturing, Sensors/IoT, Software","Information Technology, Manufacturing, Software",series_a,2,4
Driftscape,"Available on iOS & Android, Driftscape is an ad free app that acts as a personal and interactive guide for its users, helping them explore their surroundings from a locals perspective. Users can find a wide array of adventures ranging from historic landmarks, cultural stories, arts, events and self-guided tours all brought to them by a growing list of content partners and diverse local experts. As of 2020, we are at 45+ partners with over 4000 points of interests. In 2019, we introduced an augmented reality feature available to our iOS users. Designed to help share stories, related to local history, arts and culture, along with events, we provide a low cost and user friendly platform for organizations to increase their visibility in a unique way while driving footfall to their businesses. If you would like to be a part of our ever growing list of content partners - please get in touch.","Toronto, ON, Canada, Waterloo, ON, Canada",https://cdn.filestackcontent.com/jG69ANACTb2aJv1hl0Dg,"1-9, B2C, Education, Female founded, Hospitality, Media & entertainment, Software, Travel","Information Technology, Software",other,1,4
Favouritetable,"FavouriteTable.com is a dedicated restaurant resource listing to help people decide what to eat, where to eat or how to get there. From the affordable pub or bistro to the finest Michelin starred restaurant in your area, they strive to provide their visitors with all the information they may need – profiles, menus, maps, reviews, ratings, contacts and much more. Their listing was created in February 2011 with the aim to provide a dynamic and easy to use reference tool to diners in the UK. Their listing is continually evolving, offering new cuisines, areas, specialities & dining coverage. Many of their highly regarded dining venues offer regular promotions and special offers, allowing diners to experience their varying and tempting cuisines. Their venue selections are based upon a wide range of criteria. Diner feedback, hospitality market place perceptions, contributions to their particular cuisine, field of endeavour, online positioning of restaurant or venue, peer group recommendations, and above all, the venues commitment to dining quality & service.","Brampton, ON, Canada, United Kingdom",https://cdn.filestackcontent.com/QKfptdnBTf6koMXBrYSS,"10-49, Food & Beverage, Software","Food, Information Technology, Media",other,1,4
FluidAI,"Real-Time Monitoring for Anastomotic Leaks with Origin, by FluidAI",,https://cdn.filestackcontent.com/m01EjL3RR23NgjmSjzMS,"10-49, B2C, Healthcare & wellness, Medical/life sciences, Software",,other,2,4
Mash,"The internet is fundamentally broken. It's because of monetization. “Show me the incentives and I'll show you the outcome.” Our mission is to remonetize the web by enabling value for value monetary exchanges between pubs/creators/orgs and their users. A new business model for the open internet. We are unlocking this with friction-minimized streaming payments that are no/low cost, instantly settled, trust-minimized. It is built on the best global digital monetary network ever conceived, Bitcoin. Enabled by Lightning Network. Most users don't need to know this or be a Bitcoiner. Over time we suspect many will.","Toronto, ON, Canada",https://cdn.filestackcontent.com/871idkZlRma6sFpBtadc,"1-9, Agnostic (all), Crypto & blockchain, SaaS","Finance, Media, Software",seed,2,4
Senstar,"Senstar Inc. researches, develops, manufactures, markets, and supports sensor technology based security products and systems.",,https://cdn.filestackcontent.com/SN54Y96tSbiDF7zl8hCp,"100-499, B2B, Hardware (non-robotics)","DeepTech, Hardware, Information Technology",other,3,4
Machobear,Macho Bear Studios is working on something big and exciting. Be on the lookout for what we have to offer soon...,"Vancouver, BC, Canada",https://cdn.filepicker.io/api/file/KGBshWzTvqWkoEVXP2mQ,"10-49, Marketplace, Proptech",Information Technology,other,2,4
NuEnergy,"NuEnergy.ai is an Artificial Intelligence and technology and professional services firm that partners with governments, banks, health care institutions, boards and business leaders in providing solutions that deliver principled AI and tech to their clients and for global society. We help all types of organizations navigate the challenging area of achieving trustworthy AI as this revolutionary technology matures.","Ottawa, ON, Canada",https://cdn.filestackcontent.com/znzcyQOTJeo2wrBGlCS3,"10-49, Agnostic (all), AI/ML, B2B, Software","DeepTech, Finance, Health, Information Technology, Software",other,2,4
Tiny Mile,"Tiny Mile is a robotics company that develops a four-kilogram teleoperated (and semi-autonomous) last-mile delivery robot. The company is a startup based in Toronto, Canada. It helps small businesses with affordable delivery.","Toronto, ON, Canada, Remote",https://cdn.filepicker.io/api/file/brZ9rf83T7mFftoUDVpR,"10-49, B2C, Logistics / supply chain, Robotics","Hardware, Software, Transportation",series_a,2,4
montra.com,"At Montra, we believe the future of video is bright. We’re building a slide-based video editor that makes it easy to create professional videos. With backing from top venture investors over two rounds of financing, Montra’s mission is to put professional video creation in the hands of everyone at work. If that objective resonates, we’d love to hear from you!",,https://cdn.filestackcontent.com/HQOOu80GR56VxAkKk2Yb,"1-9, B2B, Media & entertainment, SaaS, Software",,,1,4
Composer,"Composer allows you to build, test and manage automated investment strategies without a single line of code.","Toronto, ON, Canada",https://cdn.filestackcontent.com/rprCGpUhRjabBl3D7OyD,"Finance, Oneeleven, Software",Finance,other,2,4
Connect Tech,"Connect Tech is a hardware design company that specializes in rugged, small form factor solutions. We design and manufacture a wide range of embedded computing products including carrier board solutions supporting various Computer-on-Module standards as well as many peripherals including Gigabit Ethernet switches, NVIDIA & AMD GPU solutions, Digital & Analog I/O, FPGA, CAN controllers, Multi-port serial boards, and power supplies. Additionally, we offer a line of Rugged Tablets and 3U VPX solutions with an Engineering team ready to engage in Custom Design when ""off-the-shelf"" is not an option.","Guelph, ON, Canada",https://cdn.filestackcontent.com/l3NtFWvuQ2GV9kqWb3zV,"50-99, B2B, Ecommerce/product, Manufacturing","Hardware, Information Technology, Manufacturing, Software",other,3,4
Horizon Blockchain Games,"Horizon is building a New Dimension where Internet economies are fun, accessible, and for the benefit of all participants. We have two amazing products to make this real: Our platform, Sequence, provides a seamless user and developer experience for Ethereum, allowing any web application to integrate with blockchain in two minutes. Sequence makes it easy for developers and companies to access and build the next generation of Internet economies and experiences. Skyweaver, a digital trading card game—powered by Sequence + blockchain—where players actually own the game items they win and purchase. For the first time, gamers can easily and securely sell and trade their items.","Toronto, ON, Canada",https://cdn.filepicker.io/api/file/ETZY1wQlSAa9rwVknJ3S,10-49,"Blockchain and Crypto, Finance, Gaming",series_a,3,4
Humi HR,"Humi is a complete, cloud-based HR software solution designed and built for companies in Canada. Their mission is to make running your small to mid-sized business easier, more efficient, and scalable.","Toronto, ON, Canada",https://cdn.filestackcontent.com/RxWHyAaqSv6smzg5Fg6v,"B2B, C100 alumni, Finance, HR, SaaS, Software","HR and Recruiting, Information Technology, Software",other,3,4
RideShark,"Developer of a SaaS-based information software designed for transportation demand management. The company's SaaS-based information software offers companies the opportunity of having a portal to encourage and support sustainable commuting options by employees, enabling commuters to find intelligent rideshare matches which will reduce the problem of parking demand and congestion.","Ottawa, ON, Canada",https://cdn.filestackcontent.com/bqQOVwsfRSCuZGv2uGkZ,"10-49, B2B, SaaS, Software, Transportation","Information Technology, Software, Transportation",other,2,4
Barley,"Simplified, rational, and fair compensation management. Streamline your compensation processes, improve communication, and monitor compensation analytics to effectively reward and retain your talent.","Toronto, ON, Canada, Vancouver, BC, Canada",https://cdn.filepicker.io/api/file/SawIFftTAOthVqQDOxUQ,"1-9, B2B, Data & analytics, HR, SaaS, Software","Information Technology, Software",seed,2,4
ReadyMode,"Formerly known as Xencall, ReadyMode is the only enterprise dialer! We offer a cloud-based, all-in-one predictive dialer that intelligently connects call center agents with more leads in less time. ReadyMode has raised the bar with the fastest dialing speeds on the market, advanced inbound queue strategies, and a powerful CRM. ReadyMode offers personalized training sessions and a full in-house support team. Make more connections, and maximize agent productivity - all at an affordable cost.","Vancouver, BC, Canada",https://cdn.filestackcontent.com/YFmOJkc6SzeLNSyYGxhf,"50-99, B2B, Mobile & telecommunications, SaaS, Software","Hardware, Information Technology, Software",other,3,4
Creator Loop,Node is a private platform that allows brands to have their products sampled and promoted by hundreds of verified micro-influencers.,"Ontario, Canada, Toronto, ON, Canada, Scarborough, Toronto, ON, Canada, Old Toronto, Toronto, ON, Canada, North York, Toronto, ON, Canada, Markham, ON, Canada, York, Toronto, ON, Canada",https://cdn.filestackcontent.com/VIp9t2PZRQiACWwrD1bO,"10-49, Advertising/marketing, B2B, Data & analytics, Ecommerce/product, Marketplace, Software","Media, Sales and Marketing, Software",seed,1,4
The Knowledge Society,"Training the next generation of innovators to impact billions. In TKS, students are exposed to emerging STEM fields that are shaping the future of our world. Through knowledge sharing, building presentations, and working on real challenges with real companies, students will build a solid foundation for social impact entrepreneurship. Students in TKS are between the ages of 13-17. They are curious and ambitious teens who are passionate about changing the world. They are all students who are craving a community of like-minded people. Students are exposed to 40+ emerging technologies that are shaping the future of our world. Every student is encouraged to explore several areas of focus, so they can eventually find their true passion. Within their chosen focus areas, a student will build projects, write articles, and make videos that showcase their research and growing subject matter expertise. The goal? Develop passion and credibility. At TKS we focus on developing a growth mindset that encourages confidence, optimism, and independence. We help students build reliable mental models they can leverage when making difficult decisions. The goal? Build the mental stamina required to maintain drive and joyful fulfillment. There are 4 Areas of Personal Development at TKS: 1. Mindset: Students are intentional in developing and discussing their mindset every week. 2. Networks: Students learn how to build their own network of advisors to propel their success. 3. Confidence: Students complete discomfort challenges to gain confidence. 4. Wisdom: Students discover what drives them, so they can sustain their ambition into adulthood.","Toronto, ON, Canada",https://cdn.filepicker.io/api/file/Xj8aeWwFTtyLl0TufCWy,10-49,"Education, Finance, Information Technology",seed,4,4
BoxHub,"BoxHub is an e-commerce and logistics startup, on a mission to revolutionise the way shipping containers are traded, transported, and used. By leveraging tech infrastructure and automation, we make the entire user experience and supply chain faster, cheaper, and more transparent for our customers.","Toronto, ON, Canada",https://cdn.filepicker.io/api/file/feDZF09WTHqk5Xtc8VjD,"10-49, Data & analytics, Logistics / supply chain, Software, Transportation","ECommerce & Marketplace, Manufacturing, Transportation",series_a,2,4
Innosphere ,"Founded in 1997, Innosphere provides technology staffing solutions to clients across North America. We have specialized in remote work for over 15 years. Our staffing solutions include fully managed development teams coupled with expert consulting, full-time hiring, and flexible staffing.",,https://cdn.filestackcontent.com/ULZaUSiQaC8faBBMMcDg,"50-99, B2B, Productivity, SaaS, Service, Software",,,3,4
Scispot.io,"Scispot.io is a no code, fully configurable digital operating platform for biotech and life science SMEs that enables them to digitize and automate non-scientific workflows that support their R&D.","Kitchener, ON, Canada",https://cdn.filestackcontent.com/qfectS1ScKbBcR0tn1Vu,"1-9, B2B, Research, SaaS, Software","Biotechnology, DeepTech, Health, Software",pre_seed,2,4
ChainSafe Systems,ChainSafe Systems is an R&D firm specializing in blockchain and web3 infrastructure. We believe that empowering developers with blockchain-agnostic tools is essential for the future of decentralized systems.,"Toronto, ON, Canada",https://cdn.filestackcontent.com/vnhQBL7QtOJCbK3t7ZtH,"50-99, Agnostic (all), B2B, Crypto & blockchain, Software","Blockchain and Crypto, Software",series_a,3,4
Book4Time,"Book4Time is a global provider of cloud-based Spa Management, activity scheduling and revenue management solutions for hotels, resorts, day spas and salons in over 70 countries. Our State of the art software and inequal customer support makes us the preferred solution of choice to some of the world's largest and most prestigious beauty and wellness brands on a global scale.","Markham, ON, Canada",https://cdn.filestackcontent.com/ELyXJuNwStNriqjiPehg,"Healthcare & wellness, Hospitality","Health, Information Technology, Software",other,3,4
Syngli,"Syngli Inc. (formerly known as NeuRecall Inc.) is an educational technology start-up, with offices in Kitchener-Waterloo (Canada) and Berkeley (US). We are developing an online platform for increasing teaching and learning efficiency, with applications ranging from language learning to standardized test preparation within medicine and other professions. Our system includes software inspired by cognitive neuroscience and machine learning, and a uniquely-structured knowledge base grown online by users. The platform tracks each learner’s level of understanding, and uses such data to extract relevant information from the knowledge base and then generate novel questions.","Waterloo, ON, Canada, Kitchener, ON, Canada",https://cdn.filestackcontent.com/XqN0XiSUmiMVjCRbpc6g,"1-9, B2B, Education, SaaS, Software","DeepTech, Education, Health, Software",seed,1,4
Baysil,"Baysil connects healthcare teams, workflow, and clinical interactions in one place, in real-time. We help growing healthcare practices see clinical and administrative patterns, tell the true story of care, and make incremental changes to care, safely.","Waterloo, ON, Canada, Kitchener, ON, Canada",https://cdn.filestackcontent.com/CiQzact7TKqf4tpe9zsb,"1-9, B2B, Medical/life sciences, Software","Health, Information Technology, Software",other,1,4
BuiltSpace Technologies,"Every year $14 trillion is spent constructing, operating, servicing and maintaining our built environment; an industry segment where business processes remain almost 100% offline… It’s an industry that’s very inefficient and ripe for disruption BuiltSpace creates a trusted digital network of connected people, assets and services…that for the first time allows people to see, and efficiently manage the delivery of facilities operations, maintenance and services together online.","Vancouver, BC, Canada",https://cdn.filestackcontent.com/S371ynucTDyRJUo63Nfe,"10-49, B2B, Proptech, Sensors/IoT, Software","Finance, Information Technology, Software, Transportation",seed,2,4
Virtek Vision International Inc,"Virtek is a market leader in the field of laser-based manufacturing technologies. Addressing the most stringent projection and inspection needs of some of the most prestigious companies around the world and in a variety of industries, the Virtek name has become synonymous with precision, accuracy, reliability, and innovation. Founded in 1986, and today a part of Gerber Technology, Virtek reaches out to the world from its base in Waterloo, Ontario, through a network of service and sales specialists, who possess a wealth of experience, and a proven track record in helping customers achieve their goals. From the aerospace to the construction industry, and from sheetmetal fabrication to wind energy, our tailored technology solutions featuring the Iris Spatial Positioning System, LaserEdge, LaserQC, LTG and Iris Truss, give customers the competitive edge needed to succeed in their fields.","Waterloo, ON, Canada",https://cdn.filestackcontent.com/MNixw1ceTluOVLlr7TOz,"50-99, B2B, Manufacturing","Finance, Hardware, Information Technology, Manufacturing, Real Estate, Sustainability, Transportation",other,3,4
MappedIn Inc.,"Mappedin's indoor mapping software provides user-friendly, enterprise-grade tools for maintaining indoor maps and powering rich wayfinding experiences.","Kitchener, ON, Canada",https://cdn.filestackcontent.com/zs0tsNraTP80WRxtOm6N,"50-99, B2B, Software, Travel",Software,other,3,4
Noviflow,NoviFlow develops high performance Ethernet switches compliant with the latest OpenFlow protocol and designed to address the two key needs of initial SDN deployments: the flow table capacity to handle large numbers of users and the network throughput to enable solutions that can scale. NoviFlow offers the most complete OpenFlow 1.3/1.4 implementation for SDN forwarding planes that deliver up to 240 Gbps of throughput and support up to 1 million flow entries.,"Montreal, QC, Canada",https://cdn.filestackcontent.com/FHQV0DDITlKtX5pGlsjW,"B2B, C100 alumni, Cybersecurity, Software","Blockchain and Crypto, Hardware, Information Technology, Software",other,2,4
Bodycad,"Bodycad enables orthopaedic surgeons to create a personalized restoration based on the anatomical specifications of their patient using the company's proprietary Personalized Restoration Software. Surgeons can quickly and efficiently step through the Bodycad PREP (Personalized Restoration Evaluation Process) to scan their patients and create a specific design plan, approve the design, and perform the restoration. The company is committed to providing high-touch education, training and service, including access to Bodycad PREPTechs to help assure surgical success.","Québec, Canada, Quebec City, QC, Canada",https://cdn.filestackcontent.com/KSzjBoN7Tg6nc2hmNWN9,"B2C, Biotechnology, Ecommerce/product, Hardware (non-robotics), Medical/life sciences","Hardware, Health, Manufacturing",other,2,4
QD Solar Inc.,"The solar photovoltaic market is one of the fastest growing energy markets in the world. That growth comes amidst the race to the bottom on cell and module pricing driven by fierce supply side market competition. PV manufacturers can no longer count on economies of scale and incremental process improvements to attain profit in the face of competitive pricing pressures. Manufacturers need to differentiate their product by delivering better performance for the same or lower cost. QD Solar, a University of Toronto spinoff company, will provide this differentiation.","Toronto, ON, Canada",https://cdn.filepicker.io/api/file/dz6c09ljQ5Ctg6IuZ4Sg,"B2B, Energy, Hardware (non-robotics)","DeepTech, Education, Energy, Manufacturing, Sustainability",other,1,4
Symend,"Symend is a leading SaaS company that turns difficult conversations and everyday moments into positive experiences across the entire customer journey. Symend’s Behavioral Engagement PlatformTM delivers digital experiences that are hyper-personalized based on the science behind consumer behavior. Our solution achieves better results and builds stronger relationships with nearly half the outreaches. By adapting as customers change, Symend helps top enterprises create and keep customers for life. Founded in 2016, Symend is headquartered in Calgary and privately held, with global operations across Canada, the United States and Latin America.","Calgary, AB, Canada",https://cdn.filestackcontent.com/CmuxWiJeRiacFAqukwgh,"100-499, B2B, C100 alumni, Female founded, SaaS","Finance, Information Technology, Software",other,4,4
Carbicrete,"They are a technology company that develops innovative, low-cost building solutions that contribute to the reduction of greenhouse gas emissions.","Montreal, QC, Canada",https://cdn.filestackcontent.com/SrTY2IG5QcKZsz3rowhK,"B2B, Biotechnology, Industrial","Construction, Real Estate, Sustainability",other,2,4
Mosaic Manufacturing,"3D printers are tools used primarily for communication and utility. Their value, however, is derived from the objects they create. By focusing on multi-color and multi-material printing, Mosaic expands the range of objects that desktop printers can create. The team initially entered the market with an accessory to upgrade existing machines and is now working with printer manufacturers to integrate the technology directly into 3D printers. To date, Mosaic has generated over $300,000 in sales/pre-sales, secured over $1M in signed distribution contracts, raised over $1.3M in funding, shipped the first batch of units, and established partner papers for the first 500 integrated units.","Ontario, Canada, Toronto, ON, Canada",https://cdn.filestackcontent.com/YYK0qxadT2uycVXSsldN,"50-99, Agnostic (all), B2B, C100 alumni, Hardware (non-robotics)",Manufacturing,seed,3,4
CarbonCure Technologies,"CarbonCure Technologies creates, develops, and licenses solutions that consume waste CO2 to make better concrete. It spurs the market shift towards affordable green concrete, by enabling concrete manufacturers to convert waste CO2 into solid minerals, locked away as a solid within concrete during manufacturing. It is a green building technology company currently serving concrete product manufacturers in the US and Canada. It offers concrete producers the ability to manufacture green concrete products without compromising on either quality or price. CarbonCure is a retrofit innovation that repurposes CO2 gas from large final emitters as a feedstock in concrete plants. The gas is permanently converted into embedded solid mineral carbonates that yield material, environmental, and production advantages. By enabling concrete manufacturers to consume CO2 into concrete products during manufacturing, the technology differentiates an otherwise traditional commodity concrete product, while achieving superior material performance characteristics. In addition to technology, CarbonCure provides demand-pull marketing and environmental reporting/certification services to reinforce its customers’ exclusive competitive positioning. The technology is licensed at a very low-CAPEX to concrete producers, generating a recurring revenue stream. CarbonCure Technologies was founded in 2007 and is headquartered in Halifax, Nova Scotia.","Halifax, NS, Canada, Dartmouth, NS, Canada",https://cdn.filestackcontent.com/OYYYw052RnueXUJEjkeH,"B2B, Energy, Hardware (non-robotics), Manufacturing","Construction, Energy, Finance, Manufacturing, Real Estate, Sustainability",other,3,4
SHIFT,We want to make work better for everybody. SHIFT is building the world’s leading platform to help leaders create great teams and transform their organizational cultures with a suite of customizable digital tools.,"Toronto, ON, Canada",https://cdn.filestackcontent.com/sld37H3XQfSo0WjhMjfW,"B2B, C100 alumni, HR, Productivity, SaaS, Software","Information Technology, Media, Software",series_a,2,4
Eigen Innovations,"Eigen Innovations provides solutions that combine the data being produced by traditional Operational Technology running within industrial environments with Information Technology that uses cloud-based computing and advanced data science. This convergence creates unique opportunities for significant process efficiency gains within industrial manufacturing. Seizing these opportunities, however, requires combining the right ideas with the right team of people to create something revolutionary. Eigen Innovations is comprised of a multi-disciplinary team of leaders with backgrounds in engineering, advanced process control, Research & Development, information technology, data science, and Deep Learning. We have created a unique culture of global-leading innovation combined with deep experience in execution. Our passion is to deliver and support solutions that allow our customers to solve complex, challenging problems in industrial manufacturing.","New Brunswick, Canada, Fredericton, NB, Canada",https://cdn.filestackcontent.com/gLNriG5PQ2m3B4IKn7XS,"B2B, C100 alumni, Manufacturing, SaaS, Software","Hardware, Manufacturing, Software",series_a,2,4
WellCalm,"Mobile Massage & Therapy services delivered to you. Massage, Chiropractic or Physiotherapy same-day, in-home rmt therapy app. MVA Toronto, Ottawa, Vancouver","Toronto, ON, Canada",https://cdn.filestackcontent.com/tofdxr29R6CBTkte5bzb,"B2C, Healthcare & wellness, Marketplace, Software",Health,other,1,4
Ecoation Innovative Solutions,"For greenhouse growers of high value crops, Ecoation Innovation Solutions provides the earliest possible detection of pests, diseases and deficiencies that affect crop value. We collect data on plant state directly from plant signals and predict crop health use proprietary AI software systems. Our system brings crop status to a Grower’s desktop or smart phone daily. With our system, Growers can take immediate actions that increase crop value, reduce operating costs and reduce pesticide use. Our made in Canada technology is available now with paid field trials underway in BC greenhouses.","Vancouver, BC, Canada, north vancouver, bc, canada",https://cdn.filestackcontent.com/qqFvhC0BQoCYVByCKyBV,"Agriculture, B2B, Hardware (non-robotics), Patent","Agriculture and Farming, DeepTech, Health, Information Technology, Software",other,2,4
CoLab Software,"CoLab is a web-based CoDesign and collaboration tool that lets your team share CAD, provide feedback with full mechanical context, and capture the critical design data that systems don't—giving you a design review and collaboration process that's standardized, simplified, and twice-as-fast.","St. John's, NL, Canada",https://cdn.filestackcontent.com/9VrTPExsRX6DfuxpiEK5,"B2B, Data & analytics, Developer tool, Manufacturing, Productivity, Research, SaaS, Software","Hardware, Information Technology, Software",other,3,4
FreshWorks Studio,"FreshWorks Studio is an award winning, full life cycle, design and development agency with offices in Victoria, Vancouver and Seattle. Our locations makes us an ideal partner for nearshore custom software and app development. We’ve worked with partners ranging from startups to Fortune 500 companies to identify business requirements, uncover challenges, and reserach user expectations in order to deliver solutions that provide real value. Our mission is to solve problems and create value through remarkable digital experiences. Segments we support: Enterprise Startups Digital Health Government Municipalities We handle all aspects of your project - design, development, deployment, and, where necessary, maintenance. We have in-house expertise in Web (React & Angular), Mobile (iOS & Android), Backend Development (Node, Python & PHP), and Dev/Ops (AWS, Azure, Google Cloud, IBM Cloud, OpenShift). Our 75+ person team comes from around the world and bring unique perspectives from 15 different countries. The team includes: Solutions Architects Full Stack Developers Mobile Developers Product Owners (Certified) Scrum Masters (Certified) Business Analysts Technical Consultants UX/UI Designers QA Analysts Dev/Ops We will closely collaborate with you at every step through open, clear, and consistent communication. We also value our ability to deliver premium projects at a reasonable price; we are capable of achieving this through a combination of design-driven development and applying an agile/scrum development methodology. This ensures no time is wasted and projects get delivered on time and on budget. We look forward to learning more about your project. Please contact us anytime to find out how we can help your organization succeed.","Victoria, BC, Canada, Vancouver, BC, Canada",https://cdn.filestackcontent.com/aeNBADp1TMahK1cxDkHc,Ecosystem organization,"Health, Information Technology, Software",other,3,4
TapMango,"TapMango is a lifelong marketing partner that strengthens relationships by providing a Customer Engagement Platform offering businesses innovative solutions through their own loyalty program. Its customer engagement platform is designed, built and scaled to be flexible and versatile. The platform is cost-effective and its features adaptable to any industry. TapMango helps merchants compete with larger chains, helping convert customer one-time purchases into profitable spending habits. TapMango was founded in 2012 and is based in Toronto, Canada.","Toronto, ON, Canada",https://cdn.filestackcontent.com/vyKvZMOTu6RYf9KCLM3C,"Advertising/marketing, B2B, Retail, SaaS, Software","Information Technology, Sales and Marketing, Software",other,3,4
Joyride,Joyride powers the largest global network of micromobility operators. ,"Toronto, ON, Canada","https://cdn.filestackcontent.com/output=f:webp,t:true,q:80,c:true/cache=expiry:max/resize=w:340/output=f:webp,t:true,q:80,c:true/cache=expiry:max/resize=w:340/183RMzK7RP2spukAuoSp","B2C, Oneeleven, SaaS, Software, Transportation","Media, Software, Sports, Transportation",seed,,4
Blaise Transit,Blaise is an AI-based software platform that allows transit operators to run on-demand bus services using their existing vehicles.,"Canada, Montreal, QC, Canada",https://cdn.filestackcontent.com/HupIZxC5RZy8prpRkOtJ,"AI/ML, B2C, Software, Transportation","Information Technology, Software, Travel",seed,2,4
Nest Wealth,"Founded in 2014, Nest Wealth has created Canada’s first SaaS-based digital wealth management platform to ensure all investors have access to sophisticated, personalized and transparent wealth management services. Wealth management firms and individual advisors can provide and manage virtually any investment to any investor through any distribution channel with Nest Wealth’s configurable white label practice management tool. For individual investors, Nest Wealth offers an automated, low-fee and transparent direct-to-investor wealth management solution that makes it easier to reach their financial goals. Nest Wealth has been chosen by some of Canada's largest wealth management firms and financial institutions, including the National Bank of Canada, to modernize their wealth management platforms.","Toronto, ON, Canada",https://cdn.filestackcontent.com/ZkS2KQpDQWBcByUfJQsY,"B2C, Finance, SaaS, Software","Finance, Software",other,3,4
Sportlogiq,"Sportlogiq is a venture-backed startup that develops sports statistics solutions. Using feeds from current broadcast cameras, the company uses player tracking and activity recognition to analyze player movement and provide context to game analysis. Sportlogiq was founded in 2014 and is headquartered in Montreal, Canada.","Montreal, QC, Canada",https://cdn.filestackcontent.com/9UjEPRHiQLKbFEd73ar3,"B2B, C100 alumni, Hardware (non-robotics), Healthcare & wellness","Gaming, Software, Sports",series_a,3,4
